timestamp,hour,day_of_week,month,day,is_weekend,is_holiday,marketing_campaign,outage_flag,voice_calls,chats,emails,tickets,avg_handle_time,sla_breach
2025-04-10 03:00:00,3,3,4,10,0,0,0,0,10,2,7,4,6.26,0
2025-04-10 04:00:00,4,3,4,10,0,0,0,0,11,0,10,6,5.59,0
2025-04-10 05:00:00,5,3,4,10,0,0,0,0,11,9,9,8,6.32,0
2025-04-10 06:00:00,6,3,4,10,0,0,0,0,18,8,14,8,5.88,0
2025-04-10 07:00:00,7,3,4,10,0,0,0,0,23,1,11,10,6.46,0
2025-04-10 08:00:00,8,3,4,10,0,0,0,0,26,2,10,13,5.46,0
2025-04-10 09:00:00,9,3,4,10,0,0,0,0,27,10,14,11,5.71,0
2025-04-10 10:00:00,10,3,4,10,0,0,0,0,22,14,17,11,6.05,0
2025-04-10 11:00:00,11,3,4,10,0,0,0,0,23,12,21,14,6.68,0
2025-04-10 12:00:00,12,3,4,10,0,0,0,0,25,14,17,15,6.68,0
2025-04-10 13:00:00,13,3,4,10,0,0,0,0,23,20,19,15,6.23,0
2025-04-10 14:00:00,14,3,4,10,0,0,0,0,29,33,19,9,6.8,0
2025-04-10 15:00:00,15,3,4,10,0,0,0,0,36,20,19,12,5.7,0
2025-04-10 16:00:00,16,3,4,10,0,0,0,0,38,26,14,13,6.46,1
2025-04-10 17:00:00,17,3,4,10,0,0,0,0,38,29,17,15,6.29,1
2025-04-10 18:00:00,18,3,4,10,0,0,0,0,34,23,16,16,5.26,0
2025-04-10 19:00:00,19,3,4,10,0,0,0,0,23,21,13,12,5.97,0
2025-04-10 20:00:00,20,3,4,10,0,0,0,0,32,25,7,13,5.37,0
2025-04-10 21:00:00,21,3,4,10,0,0,0,0,21,15,6,5,6.39,0
2025-04-10 22:00:00,22,3,4,10,0,0,0,0,11,17,11,7,5.77,0
2025-04-10 23:00:00,23,3,4,10,0,0,0,0,3,5,7,13,6.53,0
2025-04-11 00:00:00,0,4,4,11,0,0,0,0,7,4,12,8,6.11,0
2025-04-11 01:00:00,1,4,4,11,0,0,0,0,0,8,10,7,6.19,0
2025-04-11 02:00:00,2,4,4,11,0,0,0,0,0,5,10,7,6.11,0
2025-04-11 03:00:00,3,4,4,11,0,0,0,0,7,3,7,4,5.64,0
2025-04-11 04:00:00,4,4,4,11,0,0,0,0,19,0,13,9,6.1,0
2025-04-11 05:00:00,5,4,4,11,0,0,0,0,15,0,16,9,6.0,0
2025-04-11 06:00:00,6,4,4,11,0,0,0,0,19,8,6,6,6.89,0
2025-04-11 07:00:00,7,4,4,11,0,0,0,0,23,4,12,6,5.8,0
2025-04-11 08:00:00,8,4,4,11,0,0,0,0,22,6,8,14,6.03,0
2025-04-11 09:00:00,9,4,4,11,0,0,0,0,21,13,14,12,5.73,0
2025-04-11 10:00:00,10,4,4,11,0,0,0,0,27,8,18,14,5.62,0
2025-04-11 11:00:00,11,4,4,11,0,0,0,0,21,11,21,15,5.81,0
2025-04-11 12:00:00,12,4,4,11,0,0,0,0,13,18,25,17,6.45,0
2025-04-11 13:00:00,13,4,4,11,0,0,0,0,23,21,21,13,5.23,0
2025-04-11 14:00:00,14,4,4,11,0,0,0,0,30,26,20,11,6.3,0
2025-04-11 15:00:00,15,4,4,11,0,0,0,0,30,27,21,13,5.83,0
2025-04-11 16:00:00,16,4,4,11,0,0,0,0,36,27,20,11,5.39,0
2025-04-11 17:00:00,17,4,4,11,0,0,0,0,35,28,15,13,5.81,0
2025-04-11 18:00:00,18,4,4,11,0,0,0,0,26,28,16,8,6.42,0
2025-04-11 19:00:00,19,4,4,11,0,0,0,0,28,28,10,10,5.72,0
2025-04-11 20:00:00,20,4,4,11,0,0,0,0,21,24,11,12,6.12,0
2025-04-11 21:00:00,21,4,4,11,0,0,0,0,25,16,10,8,6.0,0
2025-04-11 22:00:00,22,4,4,11,0,0,0,0,0,13,12,9,5.45,0
2025-04-11 23:00:00,23,4,4,11,0,0,0,0,0,19,8,7,5.94,0
2025-04-12 00:00:00,0,5,4,12,1,0,0,0,6,7,6,2,5.86,0
2025-04-12 01:00:00,1,5,4,12,1,0,0,0,0,9,5,6,5.58,0
2025-04-12 02:00:00,2,5,4,12,1,0,0,0,2,7,5,6,5.99,0
2025-04-12 03:00:00,3,5,4,12,1,0,0,0,1,7,2,4,6.53,0
2025-04-12 04:00:00,4,5,4,12,1,0,0,0,10,5,2,3,5.56,0
2025-04-12 05:00:00,5,5,4,12,1,0,0,0,12,6,10,3,6.19,0
2025-04-12 06:00:00,6,5,4,12,1,0,0,0,16,5,3,5,4.02,0
2025-04-12 07:00:00,7,5,4,12,1,0,0,0,14,10,11,1,5.54,0
2025-04-12 08:00:00,8,5,4,12,1,0,0,0,19,0,8,10,5.85,0
2025-04-12 09:00:00,9,5,4,12,1,0,0,0,6,6,19,8,5.54,0
2025-04-12 10:00:00,10,5,4,12,1,0,0,0,18,10,19,7,6.05,0
2025-04-12 11:00:00,11,5,4,12,1,0,0,0,18,8,13,10,6.29,0
2025-04-12 12:00:00,12,5,4,12,1,0,0,0,16,19,12,8,5.71,0
2025-04-12 13:00:00,13,5,4,12,1,0,0,0,20,18,15,6,6.4,0
2025-04-12 14:00:00,14,5,4,12,1,0,0,0,25,14,6,7,6.81,0
2025-04-12 15:00:00,15,5,4,12,1,0,0,0,23,11,10,7,5.77,0
2025-04-12 16:00:00,16,5,4,12,1,0,0,0,24,13,11,8,5.91,0
2025-04-12 17:00:00,17,5,4,12,1,0,0,0,21,15,17,4,5.8,0
2025-04-12 18:00:00,18,5,4,12,1,0,0,0,27,20,13,6,5.92,0
2025-04-12 19:00:00,19,5,4,12,1,0,0,0,26,18,11,5,5.19,0
2025-04-12 20:00:00,20,5,4,12,1,0,0,0,22,15,0,9,6.42,0
2025-04-12 21:00:00,21,5,4,12,1,0,0,0,16,12,8,6,6.01,0
2025-04-12 22:00:00,22,5,4,12,1,0,0,0,7,15,0,5,5.76,0
2025-04-12 23:00:00,23,5,4,12,1,0,0,0,0,12,6,5,5.66,0
2025-04-13 00:00:00,0,6,4,13,1,0,0,0,0,14,4,7,5.62,0
2025-04-13 01:00:00,1,6,4,13,1,0,0,0,0,7,1,10,5.87,0
2025-04-13 02:00:00,2,6,4,13,1,0,0,0,0,4,6,8,5.59,0
2025-04-13 03:00:00,3,6,4,13,1,0,0,0,13,0,7,7,6.09,0
2025-04-13 04:00:00,4,6,4,13,1,0,0,0,11,0,9,6,6.57,0
2025-04-13 05:00:00,5,6,4,13,1,0,0,0,17,0,7,6,5.58,0
2025-04-13 06:00:00,6,6,4,13,1,0,0,0,18,1,5,6,6.14,0
2025-04-13 07:00:00,7,6,4,13,1,0,0,0,16,0,8,6,6.87,0
2025-04-13 08:00:00,8,6,4,13,1,0,0,0,11,5,6,5,6.2,0
2025-04-13 09:00:00,9,6,4,13,1,0,0,0,23,0,16,7,5.86,0
2025-04-13 10:00:00,10,6,4,13,1,0,0,0,13,5,9,8,5.14,0
2025-04-13 11:00:00,11,6,4,13,1,0,0,0,21,8,14,10,5.98,0
2025-04-13 12:00:00,12,6,4,13,1,0,0,0,14,9,15,5,6.94,0
2025-04-13 13:00:00,13,6,4,13,1,0,0,0,16,7,12,5,6.07,0
2025-04-13 14:00:00,14,6,4,13,1,0,0,0,14,15,13,9,6.04,0
2025-04-13 15:00:00,15,6,4,13,1,0,0,0,33,27,8,9,6.44,0
2025-04-13 16:00:00,16,6,4,13,1,0,0,0,33,16,11,10,5.0,0
2025-04-13 17:00:00,17,6,4,13,1,0,0,0,22,16,15,10,5.88,0
2025-04-13 18:00:00,18,6,4,13,1,0,0,0,21,24,14,9,5.42,0
2025-04-13 19:00:00,19,6,4,13,1,0,0,0,21,10,3,10,6.27,0
2025-04-13 20:00:00,20,6,4,13,1,0,0,0,17,12,3,8,5.49,0
2025-04-13 21:00:00,21,6,4,13,1,0,0,0,13,13,9,7,5.61,0
2025-04-13 22:00:00,22,6,4,13,1,0,0,0,4,8,9,5,4.97,0
2025-04-13 23:00:00,23,6,4,13,1,0,0,0,0,11,2,4,5.84,0
2025-04-14 00:00:00,0,0,4,14,0,0,0,0,0,13,13,8,6.47,0
2025-04-14 01:00:00,1,0,4,14,0,0,0,0,0,6,12,11,6.41,0
2025-04-14 02:00:00,2,0,4,14,0,0,0,0,0,8,9,12,4.96,0
2025-04-14 03:00:00,3,0,4,14,0,0,0,0,2,5,17,9,5.87,0
2025-04-14 04:00:00,4,0,4,14,0,0,0,0,19,3,14,12,6.23,0
2025-04-14 05:00:00,5,0,4,14,0,0,0,0,25,5,18,10,6.35,0
2025-04-14 06:00:00,6,0,4,14,0,0,0,0,23,0,7,7,6.22,0
2025-04-14 07:00:00,7,0,4,14,0,0,0,0,30,0,14,10,6.26,0
2025-04-14 08:00:00,8,0,4,14,0,0,0,0,27,3,14,13,6.01,0
2025-04-14 09:00:00,9,0,4,14,0,0,0,0,32,17,15,18,6.14,0
2025-04-14 10:00:00,10,0,4,14,0,0,0,0,23,18,22,17,5.88,0
2025-04-14 11:00:00,11,0,4,14,0,0,0,0,25,20,21,13,5.73,0
2025-04-14 12:00:00,12,0,4,14,0,0,0,0,17,23,22,18,6.27,0
2025-04-14 13:00:00,13,0,4,14,0,0,0,0,34,27,21,10,5.74,0
2025-04-14 14:00:00,14,0,4,14,0,0,0,0,38,29,21,14,6.52,1
2025-04-14 15:00:00,15,0,4,14,0,0,0,0,45,30,19,16,5.75,1
2025-04-14 16:00:00,16,0,4,14,0,0,0,0,38,33,22,19,5.73,1
2025-04-14 17:00:00,17,0,4,14,0,0,0,0,55,29,21,14,6.8,1
2025-04-14 18:00:00,18,0,4,14,0,0,0,0,35,33,24,13,6.26,0
2025-04-14 19:00:00,19,0,4,14,0,0,0,0,39,30,13,14,5.87,1
2025-04-14 20:00:00,20,0,4,14,0,0,0,0,34,32,10,16,5.4,0
2025-04-14 21:00:00,21,0,4,14,0,0,0,0,30,21,10,9,6.04,0
2025-04-14 22:00:00,22,0,4,14,0,0,0,0,9,26,7,12,5.29,0
2025-04-14 23:00:00,23,0,4,14,0,0,0,0,0,16,8,11,5.89,0
2025-04-15 00:00:00,0,1,4,15,0,0,0,0,0,13,11,7,5.38,0
2025-04-15 01:00:00,1,1,4,15,0,0,0,0,0,2,15,3,5.84,0
2025-04-15 02:00:00,2,1,4,15,0,0,0,0,0,5,6,5,6.2,0
2025-04-15 03:00:00,3,1,4,15,0,0,0,0,0,3,13,7,7.07,0
2025-04-15 04:00:00,4,1,4,15,0,0,0,0,9,1,6,6,5.92,0
2025-04-15 05:00:00,5,1,4,15,0,0,0,0,16,0,11,7,5.86,0
2025-04-15 06:00:00,6,1,4,15,0,0,0,0,24,7,8,6,5.87,0
2025-04-15 07:00:00,7,1,4,15,0,0,0,0,32,4,12,5,6.14,0
2025-04-15 08:00:00,8,1,4,15,0,0,0,0,25,7,6,13,6.21,0
2025-04-15 09:00:00,9,1,4,15,0,0,0,0,14,4,14,13,5.55,0
2025-04-15 10:00:00,10,1,4,15,0,0,0,0,15,3,15,16,6.11,0
2025-04-15 11:00:00,11,1,4,15,0,0,0,0,15,9,22,12,5.26,0
2025-04-15 12:00:00,12,1,4,15,0,0,0,0,24,14,23,10,6.24,0
2025-04-15 13:00:00,13,1,4,15,0,0,0,0,25,16,14,14,6.15,0
2025-04-15 14:00:00,14,1,4,15,0,0,0,0,32,21,16,11,6.24,0
2025-04-15 15:00:00,15,1,4,15,0,0,0,0,29,25,21,13,5.5,0
2025-04-15 16:00:00,16,1,4,15,0,0,0,0,43,24,23,13,5.46,1
2025-04-15 17:00:00,17,1,4,15,0,0,0,0,37,29,15,12,6.18,1
2025-04-15 18:00:00,18,1,4,15,0,0,0,0,44,30,17,11,6.07,1
2025-04-15 19:00:00,19,1,4,15,0,0,0,0,23,22,5,13,6.19,0
2025-04-15 20:00:00,20,1,4,15,0,0,0,0,23,22,13,12,6.0,0
2025-04-15 21:00:00,21,1,4,15,0,0,0,0,12,22,7,8,5.67,0
2025-04-15 22:00:00,22,1,4,15,0,0,0,0,12,15,11,8,5.92,0
2025-04-15 23:00:00,23,1,4,15,0,0,0,0,2,17,5,12,7.28,0
2025-04-16 00:00:00,0,2,4,16,0,0,0,0,5,19,12,6,5.37,0
2025-04-16 01:00:00,1,2,4,16,0,0,0,0,0,9,6,6,5.16,0
2025-04-16 02:00:00,2,2,4,16,0,0,0,0,3,3,5,8,5.7,0
2025-04-16 03:00:00,3,2,4,16,0,0,0,0,3,3,10,9,5.53,0
2025-04-16 04:00:00,4,2,4,16,0,0,0,0,18,6,14,6,6.69,0
2025-04-16 05:00:00,5,2,4,16,0,0,0,0,18,0,11,5,5.46,0
2025-04-16 06:00:00,6,2,4,16,0,0,0,0,13,0,13,8,5.5,0
2025-04-16 07:00:00,7,2,4,16,0,0,0,0,35,0,7,11,6.24,0
2025-04-16 08:00:00,8,2,4,16,0,0,0,0,16,6,7,11,5.16,0
2025-04-16 09:00:00,9,2,4,16,0,0,0,0,20,10,19,14,6.85,0
2025-04-16 10:00:00,10,2,4,16,0,0,0,0,13,15,17,8,4.75,0
2025-04-16 11:00:00,11,2,4,16,0,0,0,0,25,17,17,13,6.11,0
2025-04-16 12:00:00,12,2,4,16,0,0,0,0,20,28,13,13,6.56,0
2025-04-16 13:00:00,13,2,4,16,0,0,0,0,18,16,21,9,6.72,0
2025-04-16 14:00:00,14,2,4,16,0,0,0,0,34,24,19,9,6.21,0
2025-04-16 15:00:00,15,2,4,16,0,0,0,0,29,34,17,14,5.75,0
2025-04-16 16:00:00,16,2,4,16,0,0,0,0,32,26,23,11,5.38,0
2025-04-16 17:00:00,17,2,4,16,0,0,0,0,36,26,14,13,6.38,0
2025-04-16 18:00:00,18,2,4,16,0,0,0,0,39,19,24,12,6.13,1
2025-04-16 19:00:00,19,2,4,16,0,0,0,0,33,20,10,10,6.08,0
2025-04-16 20:00:00,20,2,4,16,0,0,0,0,24,29,7,12,6.37,0
2025-04-16 21:00:00,21,2,4,16,0,0,0,0,14,24,8,9,6.03,0
2025-04-16 22:00:00,22,2,4,16,0,0,0,0,4,26,7,7,5.93,0
2025-04-16 23:00:00,23,2,4,16,0,0,0,0,0,18,14,6,6.05,0
2025-04-17 00:00:00,0,3,4,17,0,0,0,0,0,10,15,7,5.63,0
2025-04-17 01:00:00,1,3,4,17,0,0,0,0,0,4,12,7,5.22,0
2025-04-17 02:00:00,2,3,4,17,0,0,0,0,4,9,7,7,6.29,0
2025-04-17 03:00:00,3,3,4,17,0,0,0,0,2,3,10,7,5.53,0
2025-04-17 04:00:00,4,3,4,17,0,0,0,0,17,0,11,5,6.97,0
2025-04-17 05:00:00,5,3,4,17,0,0,0,0,21,6,16,10,6.99,0
2025-04-17 06:00:00,6,3,4,17,0,0,0,0,26,4,13,9,5.44,0
2025-04-17 07:00:00,7,3,4,17,0,0,0,0,23,4,10,8,6.37,0
2025-04-17 08:00:00,8,3,4,17,0,0,0,0,17,10,8,13,4.6,0
2025-04-17 09:00:00,9,3,4,17,0,0,0,0,32,12,15,13,5.9,0
2025-04-17 10:00:00,10,3,4,17,0,0,0,0,15,12,17,16,6.2,0
2025-04-17 11:00:00,11,3,4,17,0,0,0,0,26,13,21,14,5.9,0
2025-04-17 12:00:00,12,3,4,17,0,0,0,0,22,14,18,13,6.59,0
2025-04-17 13:00:00,13,3,4,17,0,0,0,0,22,18,23,14,6.42,0
2025-04-17 14:00:00,14,3,4,17,0,0,0,0,33,22,22,15,6.05,0
2025-04-17 15:00:00,15,3,4,17,0,0,0,0,28,25,24,16,6.54,0
2025-04-17 16:00:00,16,3,4,17,0,0,0,0,42,24,20,14,6.27,1
2025-04-17 17:00:00,17,3,4,17,0,0,0,0,32,22,16,11,6.64,0
2025-04-17 18:00:00,18,3,4,17,0,0,0,0,41,35,19,13,6.29,1
2025-04-17 19:00:00,19,3,4,17,0,0,0,0,42,27,6,13,6.17,1
2025-04-17 20:00:00,20,3,4,17,0,0,0,0,29,25,11,15,5.56,0
2025-04-17 21:00:00,21,3,4,17,0,0,0,0,17,18,12,7,5.94,0
2025-04-17 22:00:00,22,3,4,17,0,0,0,0,3,19,10,9,6.64,0
2025-04-17 23:00:00,23,3,4,17,0,0,0,0,8,23,12,5,5.9,0
2025-04-18 00:00:00,0,4,4,18,0,0,0,0,0,11,8,7,6.56,0
2025-04-18 01:00:00,1,4,4,18,0,0,0,0,0,5,11,5,4.89,0
2025-04-18 02:00:00,2,4,4,18,0,0,0,0,0,9,7,6,5.59,0
2025-04-18 03:00:00,3,4,4,18,0,0,0,0,7,0,8,5,6.73,0
2025-04-18 04:00:00,4,4,4,18,0,0,0,0,10,0,7,10,6.18,0
2025-04-18 05:00:00,5,4,4,18,0,0,0,0,13,3,11,8,5.82,0
2025-04-18 06:00:00,6,4,4,18,0,0,0,0,25,0,4,9,5.44,0
2025-04-18 07:00:00,7,4,4,18,0,0,0,0,35,0,6,9,5.86,0
2025-04-18 08:00:00,8,4,4,18,0,0,0,0,27,4,8,11,5.63,0
2025-04-18 09:00:00,9,4,4,18,0,0,0,0,28,1,20,14,5.72,0
2025-04-18 10:00:00,10,4,4,18,0,0,0,0,24,17,18,14,5.86,0
2025-04-18 11:00:00,11,4,4,18,0,0,0,0,18,10,17,11,6.11,0
2025-04-18 12:00:00,12,4,4,18,0,0,0,0,24,25,14,11,5.54,0
2025-04-18 13:00:00,13,4,4,18,0,0,0,0,32,24,21,11,6.03,0
2025-04-18 14:00:00,14,4,4,18,0,0,0,0,36,20,15,15,4.98,0
2025-04-18 15:00:00,15,4,4,18,0,0,0,0,34,27,13,11,5.95,0
2025-04-18 16:00:00,16,4,4,18,0,0,0,0,35,20,21,11,6.19,0
2025-04-18 17:00:00,17,4,4,18,0,0,0,0,38,25,16,11,5.34,1
2025-04-18 18:00:00,18,4,4,18,0,0,0,0,45,27,20,11,4.77,1
2025-04-18 19:00:00,19,4,4,18,0,0,0,0,31,22,6,13,6.12,0
2025-04-18 20:00:00,20,4,4,18,0,0,0,0,26,21,14,15,5.8,0
2025-04-18 21:00:00,21,4,4,18,0,0,0,0,24,21,5,9,6.16,0
2025-04-18 22:00:00,22,4,4,18,0,0,0,0,14,14,9,5,5.97,0
2025-04-18 23:00:00,23,4,4,18,0,0,0,0,1,14,10,6,6.82,0
2025-04-19 00:00:00,0,5,4,19,1,0,0,0,3,6,7,4,6.44,0
2025-04-19 01:00:00,1,5,4,19,1,0,0,0,0,0,11,6,6.37,0
2025-04-19 02:00:00,2,5,4,19,1,0,0,0,11,7,2,8,6.81,0
2025-04-19 03:00:00,3,5,4,19,1,0,0,0,4,2,4,9,5.14,0
2025-04-19 04:00:00,4,5,4,19,1,0,0,0,13,7,11,4,5.34,0
2025-04-19 05:00:00,5,5,4,19,1,0,0,0,12,1,7,2,5.47,0
2025-04-19 06:00:00,6,5,4,19,1,0,0,0,16,1,7,6,5.73,0
2025-04-19 07:00:00,7,5,4,19,1,0,0,0,26,6,5,5,6.39,0
2025-04-19 08:00:00,8,5,4,19,1,0,0,0,18,0,3,13,5.97,0
2025-04-19 09:00:00,9,5,4,19,1,0,0,0,13,9,12,10,5.76,0
2025-04-19 10:00:00,10,5,4,19,1,0,0,0,14,5,14,9,5.71,0
2025-04-19 11:00:00,11,5,4,19,1,0,0,0,14,17,10,9,5.97,0
2025-04-19 12:00:00,12,5,4,19,1,0,0,0,9,19,15,6,5.44,0
2025-04-19 13:00:00,13,5,4,19,1,0,0,0,8,21,12,8,5.6,0
2025-04-19 14:00:00,14,5,4,19,1,0,0,0,21,19,12,9,6.58,0
2025-04-19 15:00:00,15,5,4,19,1,0,0,0,17,20,12,6,5.2,0
2025-04-19 16:00:00,16,5,4,19,1,0,0,0,22,14,13,10,5.99,0
2025-04-19 17:00:00,17,5,4,19,1,0,0,0,32,15,9,12,6.29,0
2025-04-19 18:00:00,18,5,4,19,1,0,0,0,30,15,8,8,5.91,0
2025-04-19 19:00:00,19,5,4,19,1,0,0,0,18,16,9,13,6.82,0
2025-04-19 20:00:00,20,5,4,19,1,0,0,0,16,13,14,7,5.67,0
2025-04-19 21:00:00,21,5,4,19,1,0,0,0,11,7,0,5,5.69,0
2025-04-19 22:00:00,22,5,4,19,1,0,0,0,1,16,4,6,4.52,0
2025-04-19 23:00:00,23,5,4,19,1,0,0,0,2,8,8,8,6.57,0
2025-04-20 00:00:00,0,6,4,20,1,0,0,0,0,6,9,9,5.85,0
2025-04-20 01:00:00,1,6,4,20,1,0,0,0,0,5,7,8,5.85,0
2025-04-20 02:00:00,2,6,4,20,1,0,0,0,0,7,9,3,6.23,0
2025-04-20 03:00:00,3,6,4,20,1,0,0,0,1,1,10,2,5.78,0
2025-04-20 04:00:00,4,6,4,20,1,0,0,0,5,1,5,4,6.35,0
2025-04-20 05:00:00,5,6,4,20,1,0,0,0,16,0,9,3,6.7,0
2025-04-20 06:00:00,6,6,4,20,1,0,0,0,14,0,10,4,6.82,0
2025-04-20 07:00:00,7,6,4,20,1,0,0,0,16,7,2,3,5.21,0
2025-04-20 08:00:00,8,6,4,20,1,0,0,0,19,8,11,8,6.31,0
2025-04-20 09:00:00,9,6,4,20,1,0,0,0,17,4,7,10,5.83,0
2025-04-20 10:00:00,10,6,4,20,1,0,0,0,3,9,9,7,5.49,0
2025-04-20 11:00:00,11,6,4,20,1,0,0,0,18,8,11,5,6.67,0
2025-04-20 12:00:00,12,6,4,20,1,0,0,0,16,14,10,5,6.41,0
2025-04-20 13:00:00,13,6,4,20,1,0,0,0,21,19,12,10,5.38,0
2025-04-20 14:00:00,14,6,4,20,1,0,0,0,21,16,9,4,6.74,0
2025-04-20 15:00:00,15,6,4,20,1,0,0,0,26,14,12,10,6.19,0
2025-04-20 16:00:00,16,6,4,20,1,0,0,0,31,11,9,11,5.72,0
2025-04-20 17:00:00,17,6,4,20,1,0,0,0,19,22,8,11,5.3,0
2025-04-20 18:00:00,18,6,4,20,1,0,0,0,20,23,10,10,5.86,0
2025-04-20 19:00:00,19,6,4,20,1,0,0,0,18,22,7,10,5.64,0
2025-04-20 20:00:00,20,6,4,20,1,0,0,0,14,11,6,8,5.46,0
2025-04-20 21:00:00,21,6,4,20,1,0,0,0,16,11,4,7,5.62,0
2025-04-20 22:00:00,22,6,4,20,1,0,0,0,0,12,11,7,6.39,0
2025-04-20 23:00:00,23,6,4,20,1,0,0,0,1,12,4,7,4.93,0
2025-04-21 00:00:00,0,0,4,21,0,0,0,0,0,16,8,9,7.04,0
2025-04-21 01:00:00,1,0,4,21,0,0,0,0,0,18,14,7,6.39,0
2025-04-21 02:00:00,2,0,4,21,0,0,0,0,6,10,15,10,5.43,0
2025-04-21 03:00:00,3,0,4,21,0,0,0,0,2,3,6,9,6.08,0
2025-04-21 04:00:00,4,0,4,21,0,0,0,0,20,8,8,7,5.89,0
2025-04-21 05:00:00,5,0,4,21,0,0,0,0,23,0,13,8,5.63,0
2025-04-21 06:00:00,6,0,4,21,0,0,0,0,26,8,12,11,5.72,0
2025-04-21 07:00:00,7,0,4,21,0,0,0,0,25,10,13,9,7.14,0
2025-04-21 08:00:00,8,0,4,21,0,0,0,0,23,11,16,14,6.2,0
2025-04-21 09:00:00,9,0,4,21,0,0,0,0,26,9,22,11,6.78,0
2025-04-21 10:00:00,10,0,4,21,0,0,0,0,28,15,25,13,6.39,0
2025-04-21 11:00:00,11,0,4,21,0,0,0,0,14,21,14,17,5.98,0
2025-04-21 12:00:00,12,0,4,21,0,0,0,0,37,26,20,13,6.15,1
2025-04-21 13:00:00,13,0,4,21,0,0,0,0,31,22,22,16,7.33,0
2025-04-21 14:00:00,14,0,4,21,0,0,0,0,35,25,23,16,6.89,0
2025-04-21 15:00:00,15,0,4,21,0,0,0,0,40,32,17,18,6.16,1
2025-04-21 16:00:00,16,0,4,21,0,0,0,0,47,28,23,16,5.86,1
2025-04-21 17:00:00,17,0,4,21,0,0,0,0,51,35,28,15,6.13,1
2025-04-21 18:00:00,18,0,4,21,0,0,0,0,51,29,19,14,5.68,1
2025-04-21 19:00:00,19,0,4,21,0,0,0,0,47,32,9,15,6.3,1
2025-04-21 20:00:00,20,0,4,21,0,0,0,0,35,36,10,13,5.93,0
2025-04-21 21:00:00,21,0,4,21,0,0,0,0,13,27,16,12,6.7,0
2025-04-21 22:00:00,22,0,4,21,0,0,0,0,15,21,11,10,5.72,0
2025-04-21 23:00:00,23,0,4,21,0,0,0,0,7,17,15,9,6.43,0
2025-04-22 00:00:00,0,1,4,22,0,0,0,0,0,16,9,7,6.1,0
2025-04-22 01:00:00,1,1,4,22,0,0,0,0,0,8,16,6,5.7,0
2025-04-22 02:00:00,2,1,4,22,0,0,0,0,0,7,13,8,5.53,0
2025-04-22 03:00:00,3,1,4,22,0,0,0,0,2,4,8,8,6.75,0
2025-04-22 04:00:00,4,1,4,22,0,0,0,0,18,5,14,8,5.23,0
2025-04-22 05:00:00,5,1,4,22,0,0,0,0,9,1,8,8,6.49,0
2025-04-22 06:00:00,6,1,4,22,0,0,0,0,25,2,10,9,7.03,0
2025-04-22 07:00:00,7,1,4,22,0,0,0,0,30,2,9,9,6.54,0
2025-04-22 08:00:00,8,1,4,22,0,0,0,0,20,9,9,13,6.3,0
2025-04-22 09:00:00,9,1,4,22,0,0,0,0,26,4,19,11,5.19,0
2025-04-22 10:00:00,10,1,4,22,0,0,0,0,15,12,16,15,6.68,0
2025-04-22 11:00:00,11,1,4,22,0,0,0,0,20,14,15,12,5.69,0
2025-04-22 12:00:00,12,1,4,22,0,0,0,0,24,14,17,12,6.25,0
2025-04-22 13:00:00,13,1,4,22,0,0,0,0,28,18,23,11,5.62,0
2025-04-22 14:00:00,14,1,4,22,0,0,0,0,38,19,19,14,5.63,1
2025-04-22 15:00:00,15,1,4,22,0,0,0,0,31,20,17,13,6.25,0
2025-04-22 16:00:00,16,1,4,22,0,0,0,0,42,29,16,14,6.57,1
2025-04-22 17:00:00,17,1,4,22,0,0,0,0,27,24,18,14,6.89,0
2025-04-22 18:00:00,18,1,4,22,0,0,0,0,32,25,14,11,6.2,0
2025-04-22 19:00:00,19,1,4,22,0,0,0,0,23,28,13,14,6.17,0
2025-04-22 20:00:00,20,1,4,22,0,0,0,0,18,14,6,14,5.22,0
2025-04-22 21:00:00,21,1,4,22,0,0,0,0,23,21,13,6,6.23,0
2025-04-22 22:00:00,22,1,4,22,0,0,0,0,2,20,6,5,5.57,0
2025-04-22 23:00:00,23,1,4,22,0,0,0,0,0,20,8,8,6.06,0
2025-04-23 00:00:00,0,2,4,23,0,0,0,0,0,6,11,6,5.81,0
2025-04-23 01:00:00,1,2,4,23,0,0,0,0,2,6,4,9,5.74,0
2025-04-23 02:00:00,2,2,4,23,0,0,0,0,0,13,9,6,5.7,0
2025-04-23 03:00:00,3,2,4,23,0,0,0,0,7,8,13,8,6.12,0
2025-04-23 04:00:00,4,2,4,23,0,0,0,0,11,0,7,4,5.73,0
2025-04-23 05:00:00,5,2,4,23,0,0,0,0,17,7,7,10,5.56,0
2025-04-23 06:00:00,6,2,4,23,0,0,0,0,20,3,8,3,5.48,0
2025-04-23 07:00:00,7,2,4,23,0,0,0,0,20,11,8,9,6.45,0
2025-04-23 08:00:00,8,2,4,23,0,0,0,0,31,6,10,14,6.11,0
2025-04-23 09:00:00,9,2,4,23,0,0,0,0,24,11,20,14,5.37,0
2025-04-23 10:00:00,10,2,4,23,0,0,0,0,23,14,19,14,5.21,0
2025-04-23 11:00:00,11,2,4,23,0,0,0,0,22,8,20,14,5.67,0
2025-04-23 12:00:00,12,2,4,23,0,0,0,0,11,18,9,11,5.46,0
2025-04-23 13:00:00,13,2,4,23,0,0,0,0,31,22,18,14,5.86,0
